Q,A,label
여기에 있는 이 상자를 모두 창고 안으로 옮길깡?,웅 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 줭!,0
웅 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 줭!,알겠옹!! 조심해서 일하겠습니다.,0
"박사님, 요즘 서울의 인구가 어떻게 달라졌는지 말씀해주시겠어?",웅 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했엉,0
웅 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했엉,"그런데 박사님, 인구가 줄었다고 하셨는데 내 생각에 서울은 예전보다 더 복잡한 것 같쭘니당!!",0
"그런데 박사님, 인구가 줄었다고 하셨는데 내 생각에 서울은 예전보다 더 복잡한 것 같쭘니당!!",거주 인구는 줄었습니다 그렇지만 서울로 출퇴근하는 인구는 줄어들지 않았습니다. 그래서 실제적으로 인구는 차이가 나지 않는 거징??,0
어제 임원 회의에서 퇴근 시간을 정확하게 지키자는 이야기가 있었습니다.,"맞습니다,  . 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각행",0
"맞습니다,  . 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각행",그렇지  근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋징???,0
그렇지  근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋징???,"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨깡?",0
"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨깡?","그거 재미있는 생각이얌 와우! 그럼, 구체적인 실천 방법에 대해 좀 더 의견을 모아서 회사에 건의해 보도록 합시다.",0
내일이 어머니 생신인데 어떤 선물을 사는 게 좋을깡?,시계를 사 드리는 게 어때???,0
시계를 사 드리는 게 어때???,시계는 작년에 사 드렸엉 다른 건 없을깡?,0
시계는 작년에 사 드렸엉 다른 건 없을깡?,그럼 화장품이 어때???,0
"예, 호텔이야.",이번 주말에 방이 있어?,0
이번 주말에 방이 있어?,웅웅!!! 있엉!! 모두 몇 분이십니까?,0
웅웅!!! 있엉!! 모두 몇 분이십니까?,어른 두 명과 아이 한 명이야. 침대 방으로 예약해 줭,0
어른 두 명과 아이 한 명이야. 침대 방으로 예약해 줭,웅웅!!! 알겠옹!!,0
커피 한 잔 할래???,"아닝, 괜찮아 조금 전에 마셨어 ",0
"아닝, 괜찮아 조금 전에 마셨어 ", 그럼 주스는 어떰?,0
 그럼 주스는 어떰?,웅웅!!! 좋앙!,0
내가 한국 친구 집에 처음 가는데 어떤 선물을 가지고 가는 게 좋아??,과일이나 케이크 같은 것이 좋앙!,0
과일이나 케이크 같은 것이 좋앙!,집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있엉??,0
집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있엉??,식사를 할 때는 어른보다 먼저 먹으면 안 돼 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋앙!,0
식사를 할 때는 어른보다 먼저 먹으면 안 돼 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋앙!,웅웅!!! 알겠옹!! 곰마웡,0
이번 주 수요일에 시간 있엉?? 얼마 전에 이사를 했는데 친구들과 파티를 하려고 ,웅웅!!! 좋앙! 몇 시에 어디로 가면 돼?,0
웅웅!!! 좋앙! 몇 시에 어디로 가면 돼?,6시에 우리 집으로 왕!!!,0
6시에 우리 집으로 왕!!!,그런데 집이 어디얌?,0
그런데 집이 어디얌?,시내에 있는 백화점 근처얌? 내일 만나서 자세히 알려 줄겡.,0
지금 살고 있는 하숙집은 마음에 들어요?,웅웅!!! 방도 깨끗하고 하숙집 아주머니도 아주 친절해봐! 그리고 음식을 안 만들어도 돼서 정말 편행 맛있는 한국 음식도 매일 먹을 수 있고 ,0
웅웅!!! 방도 깨끗하고 하숙집 아주머니도 아주 친절해봐! 그리고 음식을 안 만들어도 돼서 정말 편행 맛있는 한국 음식도 매일 먹을 수 있고 ,불편한 점은 없옹???,0
불편한 점은 없옹???,음……. 샤워실이 하나밖에 없어서 좀 불편행 그리고 가끔 옆방의 음악 소리가 너무 커서 잠을 못 잘 때가 있엉,0
어서 오십시오.,"저, 예약은 하지 않았는데, 방이 있을깡?",0
"저, 예약은 하지 않았는데, 방이 있을깡?",웅웅!!! 마침 빈방이 있엉!! 얼마 동안 계실 건강??,0
웅웅!!! 마침 빈방이 있엉!! 얼마 동안 계실 건강??,이틀 동안 있을 꼬얌!,0
책을 좀 빌리고 싶은데 어떻게 해야 되나요?,학생증 가지고 오셨어요?,0
학생증 가지고 오셨어요?,웅웅!!! 근데 한 번에 몇 권까지 빌릴 수 있을까??,0
웅웅!!! 근데 한 번에 몇 권까지 빌릴 수 있을까??,"다섯 권까지 빌릴 수 있고, 기간은 20일이야.",0
"다섯 권까지 빌릴 수 있고, 기간은 20일이야.",혹시 그 때까지 다 보지 못하면 어떻게 하죠?,0
혹시 그 때까지 다 보지 못하면 어떻게 하죠?,도서관 홈페이지에서 연장 신청 하면 돼? 만약 다시 신청하지 않고 책을 안 가져오면 돈을 내야 되니까 잊지 마,0
"이번 동아리 축제에 노래자랑 대회가 있는데, 상품을 아주 많이 준대.",그래? 그럼 우리 같이 나가 보자.,0
그래? 그럼 우리 같이 나가 보자.,좋아. 넌 노래 부르고 내가 옆에서 기타 치면 진짜 멋있을 거야. 근데 어떤 노래가 좋을까?,0
좋아. 넌 노래 부르고 내가 옆에서 기타 치면 진짜 멋있을 거야. 근데 어떤 노래가 좋을까?,아직은 잘 모르겠어. 노래방에 가서 골라 봐야지.,0
아직은 잘 모르겠어. 노래방에 가서 골라 봐야지.,그럼 이따가 수업 끝나고 가자.,0
요즘 전공 때문에 고민이 많앙,헉! 왜??? 무슨 일인뎅??,0
헉! 왜??? 무슨 일인뎅??,"전부터 경제학에 흥미도 있고 또 나중에 고향에 돌아가면 취직도 잘 될 것 같아서 선택했는데, 실제로 해 보니까 생각한 거랑 많이 다르더라구",0
"전부터 경제학에 흥미도 있고 또 나중에 고향에 돌아가면 취직도 잘 될 것 같아서 선택했는데, 실제로 해 보니까 생각한 거랑 많이 다르더라구",전공을 바꿀 수는 있지만 한 번 더 신중하게 생각해 보는 게 어때??? 교수님을 찾아가서 의논도 해 보고,0
전공을 바꿀 수는 있지만 한 번 더 신중하게 생각해 보는 게 어때??? 교수님을 찾아가서 의논도 해 보고,그렇게 해 봐야겠당 곰마웡,0
"선배님, 점심 드셨어요?",야! 너 갑자기 웬 존댓말이야?,0
야! 너 갑자기 웬 존댓말이야?,"그동안 선배한테 너무 버릇없이 군 것 같아서, 오늘부터 깍듯이 존댓말 쓰기로 했엉!",0
"그동안 선배한테 너무 버릇없이 군 것 같아서, 오늘부터 깍듯이 존댓말 쓰기로 했엉!","됐다, 됐어. 괜히 거리감 느끼게 존댓말 쓰지 말고 그냥 편하게 반말 써라. 알았지?",0
"됐다, 됐어. 괜히 거리감 느끼게 존댓말 쓰지 말고 그냥 편하게 반말 써라. 알았지?",알았엉,0
난 범죄를 줄이려면 처벌을 강화해야 한다고 생각행 그래야 사람들이 무서워서 죄를 짓지 않을 거 아니에요?,전 그보다는 죄를 지은 사람의 마음을 변화시키는 것이 중요하다고 봥 태어날 때부터 나쁜 사람이 어디 있겠어?,0
전 그보다는 죄를 지은 사람의 마음을 변화시키는 것이 중요하다고 봥 태어날 때부터 나쁜 사람이 어디 있겠어?,그렇지 않죠. 한 번 범죄를 저지른 사람이 또 죄를 짓는 경우가 많다는 거 모르세요?,0
그렇지 않죠. 한 번 범죄를 저지른 사람이 또 죄를 짓는 경우가 많다는 거 모르세요?,범죄를 저지르는 것이 그 사람만의 잘못은 아니지 않어? 사회가 함께 책임지고 관심을 가져 준다면 그들도 자신의 잘못을 깨닫게 될 거야,0
범죄를 저지르는 것이 그 사람만의 잘못은 아니지 않어? 사회가 함께 책임지고 관심을 가져 준다면 그들도 자신의 잘못을 깨닫게 될 거야,피해자의 입장에서 생각해도 그렇게 말할 수 있을깡? 피해자들을 위해서라도 처벌은 강화되어야 행,0
어서 오십시오. 어떤 물건을 찾으십니까?,전자 사전을 사려고 하는뎅 너무 크지 않은 것으로 ,0
전자 사전을 사려고 하는뎅 너무 크지 않은 것으로 ,여기 있엉!! 이게 요즘 인기 있는 제품인데 직접 한번 봐봥,0
여기 있엉!! 이게 요즘 인기 있는 제품인데 직접 한번 봐봥,갖고 다니기에는 부담이 없겠넹,0
오늘 점심은 내가 낼게. 이 집은 비빔밥이 유명하니까 그거로 시킬까?,웅웅!!! 그런데 내 거에는 고기랑 달걀을 넣지 말아 달라고 해 줭!,0
웅웅!!! 그런데 내 거에는 고기랑 달걀을 넣지 말아 달라고 해 줭!,"참, 너 채식주의자지? 미처 생각을 못 했네 지금이라도 다른 식당으로 가자.",0
"참, 너 채식주의자지? 미처 생각을 못 했네 지금이라도 다른 식당으로 가자.",쌉가능!! 비빔밥에는 나물이 많아서 자주 먹는걸,0
공모전에 대해 질문이 있어서 전화했는뎅 응모는 꼭 한국어로 해야 되나요?,"아닙니다. 한국어, 외국어 모두 가능행",0
"아닙니다. 한국어, 외국어 모두 가능행","그럼, 혹시 외국인이 한국어로 응모하면 심사 받을 때 더 유리한가?",0
"그럼, 혹시 외국인이 한국어로 응모하면 심사 받을 때 더 유리한가?",꼭 그렇지는 않앙 심사에서 가장 중요한 것은 내용이니깡?,0
우리 회사에 지원한 동기를 구체적으로 이야기해 봐봥,난 전자공학을 전공했고 컴퓨터 게임 동아리에서도 활동했엉 그래서 업계에서 지명도가 높은 이 회사가 저와 잘 맞는다고 생각했엉,0
난 전자공학을 전공했고 컴퓨터 게임 동아리에서도 활동했엉 그래서 업계에서 지명도가 높은 이 회사가 저와 잘 맞는다고 생각했엉,특별히 하고 싶은 업무가 있어?,0
특별히 하고 싶은 업무가 있어?,프로그램을 직접 개발하는 일을 맡고 싶어,0
우리 딸이 다른 아이에 비해 말을 좀 늦게 하는 것 같아 걱정이야,그랭? 병원에는 가보셨어?,0
그랭? 병원에는 가보셨어?,"웅 지난주에 갔었는데, 의사 선생님은 별 문제 없다고 하시고 3개월 후에도 전혀 나아지지 않으면 그때 다시 오라고만 하셨어",0
"웅 지난주에 갔었는데, 의사 선생님은 별 문제 없다고 하시고 3개월 후에도 전혀 나아지지 않으면 그때 다시 오라고만 하셨어",정서적으로 불안하거나 스트레스를 받으면 아이들이 말을 늦게 하는 경향이 있대???,0
정서적으로 불안하거나 스트레스를 받으면 아이들이 말을 늦게 하는 경향이 있대???,그러쿤! 이제부터라도 내가 좀 더 신경을 써야겠어,0
요즘 너 나 할 것 없이 다들 주식 투자를 한다는데 혹시 너도 하니?,아니. 내 주변에 주식 투자를 했다가 돈을 잃었다는 사람이 하도 많아서 주식 투자를 하기가 겁 나.,0
아니. 내 주변에 주식 투자를 했다가 돈을 잃었다는 사람이 하도 많아서 주식 투자를 하기가 겁 나.,너무 욕심 내지 말고 어느 정도만 이익을 보면 된다는 생각으로 시작해 봐. 그 전에 경제 신문이나 전문지를 보면서 공부를 해야겠지만 말이야.,0
너무 욕심 내지 말고 어느 정도만 이익을 보면 된다는 생각으로 시작해 봐. 그 전에 경제 신문이나 전문지를 보면서 공부를 해야겠지만 말이야.,듣고 보니 네 말에도 일리가 있다.,0
선배 요즘 너무 답답하응? 우연찮게 회사 후배의 연봉을 알게 되었는데 저보다 훨씬 높더라고  회사를 옮기는 게 좋을깡?,"그래, 고민이 많이 되겠구나.",0
"그래, 고민이 많이 되겠구나.",웅 그런데 아무리 생각해 봐도 후배의 연봉이 왜 그렇게 높은지 잘 모르겠엉 그 후배가 저보다 별로 나은 것도 없다고 생각하거든,0
웅 그런데 아무리 생각해 봐도 후배의 연봉이 왜 그렇게 높은지 잘 모르겠엉 그 후배가 저보다 별로 나은 것도 없다고 생각하거든,회사에서 중요하게 생각하는 건 일을 적극적으로 성실하게 처리하는 태도 아닐까? 회사에서도 기죽은 얼굴로 힘없이 앉아만 있는 건 아니지?,0
회사에서 중요하게 생각하는 건 일을 적극적으로 성실하게 처리하는 태도 아닐까? 회사에서도 기죽은 얼굴로 힘없이 앉아만 있는 건 아니지?,이제 보니 정말 그런 것 같넹 나두 앞으로는 좀 더 적극적으로 일해야겠어,0
"교수님, 난 소나무를 보면 기분이 참 좋아져  그리고 내 생각에 소나무만큼 쓸모가 많은 나무도 없는 것 같앙",웅웅!!! 소나무 잎인 솔잎은 예로부터 향기가 좋아 송편을 찔 때 사용해 왔고 건강을 위해 음료로 만들어 먹었지,0
웅웅!!! 소나무 잎인 솔잎은 예로부터 향기가 좋아 송편을 찔 때 사용해 왔고 건강을 위해 음료로 만들어 먹었지,하지만 요즘에는 의젓한 자태를 뽐내는 소나무는 찾아보기 힘든 것 같앙,0
하지만 요즘에는 의젓한 자태를 뽐내는 소나무는 찾아보기 힘든 것 같앙,그렇지요? 옛날이라면 거들떠보지도 않았을 볼품 없는 소나무들이 요즘에는 값비싼 조경수로 거래되니 그저 한숨만 나올 뿐이야.,0
오랜만에 박물관에 한번 가 보고 싶엉,오늘은 박물관이 쉬는 날이야 매주 월요일에 쉬거든,0
오늘은 박물관이 쉬는 날이야 매주 월요일에 쉬거든,그랭? 그럼 미술관은 어때???,0
그랭? 그럼 미술관은 어때???,글쎙.... 미술관도 쉴 것 같은뎅,0
여행은 어땠어,날씨가 별로 덥지 않아서 여행하기 아주 좋았엉,0
날씨가 별로 덥지 않아서 여행하기 아주 좋았엉,사진도 많이 찍었어요? 여행에서 찍은 사진 좀 보여 줭!,0
사진도 많이 찍었어요? 여행에서 찍은 사진 좀 보여 줭!,아직 사진을 안 찾았어  다음 주에 보여 줄겡.,0
지금 어디얌?,방금 시청역에 도착했엉! 여기에서 회사로 가려면 어떻게 가야 해요?,0
방금 시청역에 도착했엉! 여기에서 회사로 가려면 어떻게 가야 해요?,회사는 지하철역에서 가까워  삼 번 출구로 나오셔서 오 백 미터쯤 내려오면 흰색 건물이 보일 꼬얌! 그 옆 건물이 우리 회사얌?,0
회사는 지하철역에서 가까워  삼 번 출구로 나오셔서 오 백 미터쯤 내려오면 흰색 건물이 보일 꼬얌! 그 옆 건물이 우리 회사얌?,웅웅!!! 알겠쭘돵 ㅋㅋㅋㅋ 못 찾으면 다시 말해볼겡,0
다음 달에 졸업하지요? 졸업 후에 뭐 할 거얌?,대학원에 가려고 행,0
대학원에 가려고 행,그랭? 대학원에서 무슨 공부를 할 건뎅?? 아! 한국 역사에 관심이 많지요?,0
그랭? 대학원에서 무슨 공부를 할 건뎅?? 아! 한국 역사에 관심이 많지요?,웅 그렇지만 대학원에 가서는 내 전공인 한국 문화를 계속 공부할 생각이야 특히 한국의 음식 문화에 대해 깊이 공부해 보고 싶엉,0
어떰? 집이 마음에 드세요?,방이 생각보다 작넹 ,0
방이 생각보다 작넹 ,이 집은 방은 좀 작지만 거실이 커서 좋앙! 바로 앞에 공원도 있고 ,0
이 집은 방은 좀 작지만 거실이 커서 좋앙! 바로 앞에 공원도 있고 ,"난 공기 좋은 것을 가장 중요하게 생각하는데, 공기는 좋을 것 같넹 그런데 언제쯤 이사할 수 있엉??",0
"난 공기 좋은 것을 가장 중요하게 생각하는데, 공기는 좋을 것 같넹 그런데 언제쯤 이사할 수 있엉??",지금 살고 있는 사람이 이번 주 토요일에 이사할 예정이야,0
지금 살고 있는 사람이 이번 주 토요일에 이사할 예정이야,웅웅!!! 잘 됐넹. 집에 가서 남편과 이야기하고 바로 연락줄겡.,0
웅웅!!! 잘 됐넹. 집에 가서 남편과 이야기하고 바로 연락줄겡.,서울에서 여기처럼 공기 좋은 곳이 없옹???,0
고기 먹으러 갈래?,오늘은 고기 말고 생선 먹으러 가자. 회 어때?,0
오늘은 고기 말고 생선 먹으러 가자. 회 어때?,회? 회는 이제 날씨가 더워져서 잘못하면 식중독 걸려.,0
회? 회는 이제 날씨가 더워져서 잘못하면 식중독 걸려.,아직 그렇게까지 덥지는 않잖아.,0
아직 그렇게까지 덥지는 않잖아.,오히려 요즘 같을 땐 식중독에 더 많이 걸린대. 그러니까 오늘 같은 날은 회는 안 돼. 익힌 거 먹자.,0
오히려 요즘 같을 땐 식중독에 더 많이 걸린대. 그러니까 오늘 같은 날은 회는 안 돼. 익힌 거 먹자.,"그래? 그럼 그렇게 하지, 뭐. ",0
이렇게 만나 뵙게 돼서 영광이야. 난 선생님의 장편 만화를 한 권도 안 빼놓고 읽었어 ,"아, 그러신가요? 쌩유!",0
"아, 그러신가요? 쌩유!","사실 역사 책은 길고 어려워서 읽기가 쉽지 않은데, 만화라서 재미있게 읽었어",0
"사실 역사 책은 길고 어려워서 읽기가 쉽지 않은데, 만화라서 재미있게 읽었어","맞앙!! 그래서 만화가 필요한 거야 요즘 사람들은 생각을 깊이, 오래 하는 것은 좋아하지 않는 것 같앙",0
"맞앙!! 그래서 만화가 필요한 거야 요즘 사람들은 생각을 깊이, 오래 하는 것은 좋아하지 않는 것 같앙",그랭? 다음 작품은 언제 나와요? 빨리 나왔으면 좋겠당 ㅜㅜㅜ,0
음악을 들으면서 공부가 잘 되니?,클래식 음악을 들으면 머리가 좋아진다고 하잖아.,0
클래식 음악을 들으면 머리가 좋아진다고 하잖아.,그런 말 나도 들었는데 길을 찾거나 하는 공간 인식 능력에만 도움이 된대. 오히려 이런 역사 공부를 할 때에는 조용한 게 더 나을 거야. ,0
그런 말 나도 들었는데 길을 찾거나 하는 공간 인식 능력에만 도움이 된대. 오히려 이런 역사 공부를 할 때에는 조용한 게 더 나을 거야. ,그래? 그런 줄 몰랐웅 네 말대로 해야겠다.,0
요즘 계속 왼쪽 어깨가 아픈데 왜 그런지 모르겠웅 병원에 가봐야 하나?,보니까 너는 척추가 좀 휘었어. 잠잘 때 한 쪽으로 누워자지?,0
보니까 너는 척추가 좀 휘었어. 잠잘 때 한 쪽으로 누워자지?,"응, 어릴 때부터 버릇이 들어서 그게 편하거든.",0
"응, 어릴 때부터 버릇이 들어서 그게 편하거든.",그런 게 다 원인이 되는 꼬얌! 누울 때나 앉을 때나 똑바른 자세가 되도록 신경을 써야 해,0
그런 게 다 원인이 되는 꼬얌! 누울 때나 앉을 때나 똑바른 자세가 되도록 신경을 써야 해,그래? 오늘부터라도 그렇게 해 봐야겠다.,0
"먼저, 헌혈을 할 수 있는지 없는지 간단한 검사를 할게 ",검사할 필요도 없지  저처럼 건강한 사람이 안 하면 누가할까?,0
검사할 필요도 없지  저처럼 건강한 사람이 안 하면 누가할까?,혹시 최근에 헌혈하신 적 있으세요?,0
혹시 최근에 헌혈하신 적 있으세요?,한 2달 전쯤 했을 걸  ,0
쏘리쏘리 지금 혈압이 좀 높아서 헌혈하면 안 되겠는뎅 혹시 고혈압이세요?,몇 달 전에 검사했을 때 정상이었는데……. 심한가?,0
몇 달 전에 검사했을 때 정상이었는데……. 심한가?,그렇게 걱정하실 정도는 아니야 다만 오늘 헌혈하시는 것은 무리일 것 같넹,0
그렇게 걱정하실 정도는 아니야 다만 오늘 헌혈하시는 것은 무리일 것 같넹,이거 큰일이웅 고혈압이면 어떡하지?,0
"자, 이제 그 다음 시기의 도자기를 보겠쭘니당!! >< 앞에서 보신 것과 다른 점을 아시겠어?",앞의 도자기보다 훨씬 아름답기는 한데 뭐가 다른지는 모르겠는뎅,0
앞의 도자기보다 훨씬 아름답기는 한데 뭐가 다른지는 모르겠는뎅,"앞에 보신 도자기는 붓으로 그림을 그려서 만든 것이고, 지금 보시는 도자기는 학 모양의 홈을 파서 거기에 하얀색 흙을 넣어 구운 것이얌 ",0
"앞에 보신 도자기는 붓으로 그림을 그려서 만든 것이고, 지금 보시는 도자기는 학 모양의 홈을 파서 거기에 하얀색 흙을 넣어 구운 것이얌 ",말로만 설명을 들으니 정확히 어떻게 만드는 건지 이해가 잘 안 되는뎅 ,0
말로만 설명을 들으니 정확히 어떻게 만드는 건지 이해가 잘 안 되는뎅 ,그러실 줄 알고 만드는 장면을 찍어 왔옹 다음 페이지 봐,0
이사했다고 들었는데 지난번 집이 마음에 안 들었어요?,"아닝, 집세도 싸고 방도 넓어서 좋았엉",0
"아닝, 집세도 싸고 방도 넓어서 좋았엉",그런데 왜 이사를 했엉??,0
그런데 왜 이사를 했엉??,회사에서 멀어서 다니기가 좀 힘들었어!,0
전에 식당에서 음식을 만들어 본 적이 있엉??,웅 큰 회사 식당에서 1년 넘게 일했엉!,0
웅 큰 회사 식당에서 1년 넘게 일했엉!,그랭? 나는 지금 반찬 만들 아줌마를 구하고 있는데 그 일을 할 수 있겠어요? 시장도 직접 봐야 하고 일도 많고 힘들 텐데…….,0
그랭? 나는 지금 반찬 만들 아줌마를 구하고 있는데 그 일을 할 수 있겠어요? 시장도 직접 봐야 하고 일도 많고 힘들 텐데…….,웅웅!!! 무슨 일이든 시켜만 줭!,0
웅웅!!! 무슨 일이든 시켜만 줭!,그럼 좋앙! 앞으로 잘 부탁해,0
기계에 손을 다쳤어 ,그랭? 많이 다쳤어? 빨리 병원으로 가,0
그랭? 많이 다쳤어? 빨리 병원으로 가,"응, 그럼 같이 다녀올게",0
"응, 그럼 같이 다녀올게",직원 분들에게 조심해서 일 하라고 전해줭!,0
요즘 입을 수 있는 바지 하나 보여 줭!,웅 이거 어떰?,0
웅 이거 어떰?,그건 색이 별로 마음에 안 드는데 다른 건 없어?,0
그건 색이 별로 마음에 안 드는데 다른 건 없어?,그럼 이 까만색 한번 입어 보시겠어요? 잘 어울릴 것 같은뎅,0
내 여권 못 봤엉??,여권이 없옹??? 집에서 안 가져온 거 아니에요?,0
여권이 없옹??? 집에서 안 가져온 거 아니에요?,아까 가방에 있었는데…….,0
아까 가방에 있었는데…….,그럼 잘 찾아봥,0
그럼 잘 찾아봥,"어떡하지? 여기 있었는데……. 아, 여기 있다.",0
신분증 사진 아직 안 내셨지요?,웅 사진을 찍었는데 아직 안 나왔어?,0
웅 사진을 찍었는데 아직 안 나왔어?,그럼 내일 아침까지 줭!,0
그럼 내일 아침까지 줭!,사진이 내일 오후에 나오는뎅,0
사진이 내일 오후에 나오는뎅,그럼 모레는 꼭 내야 돼?,0
그럼 모레는 꼭 내야 돼?,웅웅!!! 알겠옹!!,0
여봐봥 거기 수리 센터지요?,웅웅!!! 그렇습니다.,0
웅웅!!! 그렇습니다.,며칠 전에 텔레비전 화면이 잘 안 나와서 수리를 받았거든  그런데 다시 고장이 났어 ,0
며칠 전에 텔레비전 화면이 잘 안 나와서 수리를 받았거든  그런데 다시 고장이 났어 ,"아, 그랭?? 다시 화면이 안 나오나요?",0
"아, 그랭?? 다시 화면이 안 나오나요?",지금은 전보다 화면이 더 흔들리고 이상한 소리까지 나 ,0
지금은 전보다 화면이 더 흔들리고 이상한 소리까지 나 ,그럼 오늘 중으로 내가 방문을 해서 다시 수리해 드리도록 하겠습니다.,0
그럼 오늘 중으로 내가 방문을 해서 다시 수리해 드리도록 하겠습니다.,지난번에 수리비를 냈는데 다시 내야 하나요?,0
지난번에 수리비를 냈는데 다시 내야 하나요?,"아닝, 안 내셔도 돼",0
이번 선거에서 투표는 하셨어?,웅웅!!! 했엉,0
웅웅!!! 했엉,새로 뽑힌 대통령에게 바라는 점이 있다면 이야기해 줭,0
새로 뽑힌 대통령에게 바라는 점이 있다면 이야기해 줭,국민의 뜻을 적극 반영해주는 대통령이 되었으면 행,0
재미있는 사실 하나 알려 줄까?? 이 선수 얼굴이 좀 긴 편이잖앙 그런데 그 사람 이도 얼굴처럼 길대???,진짜?? 얼굴 모양하고 이 모양하고 무슨 관계가 있나?,0
진짜?? 얼굴 모양하고 이 모양하고 무슨 관계가 있나?,"있대??? 그래서 얼굴이 둥근 사람은 치아도 둥근 모양이고요, 얼굴이 네모난 사람은 치아도 응? 모양이라넹",0
"있대??? 그래서 얼굴이 둥근 사람은 치아도 둥근 모양이고요, 얼굴이 네모난 사람은 치아도 응? 모양이라넹",그랭? 그거 신기하웅,0
부모님들을 찾아뵙고 인사를 드려야 할 것 같은뎅,우리 부모님을요?,0
우리 부모님을요?,웅웅!!! 그래야 결혼 허락도 받고 결혼 준비를 하자 부모님께서 저 보자고 안 해?,0
웅웅!!! 그래야 결혼 허락도 받고 결혼 준비를 하자 부모님께서 저 보자고 안 해?,궁금해하시징 그래도 당신 부모님을 먼저 뵙도록 행 ,0
궁금해하시징 그래도 당신 부모님을 먼저 뵙도록 행 ,그랭? 그럼.,0
여름철에 먹는 보양 음식도 체질에 따라 맞춰 먹어야 한담서??,웅웅!!! 맞습니다. 대체로 체격이 날씬하고 작은 분들은 음체질로 보는뎅 밀가루나 커피가 몸에 잘 안 맞지  ,0
웅웅!!! 맞습니다. 대체로 체격이 날씬하고 작은 분들은 음체질로 보는뎅 밀가루나 커피가 몸에 잘 안 맞지  ,"아, 그럼 내가 음체질이넹",0
"아, 그럼 내가 음체질이넹","아, 웅 이런 분들은 몸을 따뜻하게 해 주는 삼계탕이나 인삼같은 것이 좋아",0
여기 도착하고 얼마 안 돼서부터 머리가 지끈거려  몸에 힘도 하나도 없고 ,그거 고산 증세인 것 같은뎅 여기가 해발 3400미터거든 시간이 지나면 자연스럽게 적응할 수 있을 꼬얌!,0
그거 고산 증세인 것 같은뎅 여기가 해발 3400미터거든 시간이 지나면 자연스럽게 적응할 수 있을 꼬얌!,그럼 그냥 이대로 기다려? 약 같은 거 없옹???,0
그럼 그냥 이대로 기다려? 약 같은 거 없옹???,이곳 사람들이 자주 마시는 차가 있는데 드셔 봐봥 고산병에 도움이 된대??? 그 외에는 특별한 방법이 없옹??? ,0
이곳 사람들이 자주 마시는 차가 있는데 드셔 봐봥 고산병에 도움이 된대??? 그 외에는 특별한 방법이 없옹??? ,오늘 오후에 박물관을 가려고 했는데. 그럼 아무것도 못 하겠웅,0
"그럼, 먼저 그 이론이 무엇인지 설명해 주시지  ",잘못된 행동이 생겼을 때 대응하지 않으면 큰 잘못으로 발전한다는 것이얌 작은 실수부터 바로 잡아야 큰 실패를 막을 수 있다는 이론이야.,0
잘못된 행동이 생겼을 때 대응하지 않으면 큰 잘못으로 발전한다는 것이얌 작은 실수부터 바로 잡아야 큰 실패를 막을 수 있다는 이론이야.,이 이론이 실제로 적용된 예가 있어?,0
이 이론이 실제로 적용된 예가 있어?,있엉!! 한 도시에서 절도 같은 범죄율이 계속해서 높아지는 것을 막기 위해 작은 위반 사항들부터 엄격하게 단속했던 것이지,0
있엉!! 한 도시에서 절도 같은 범죄율이 계속해서 높아지는 것을 막기 위해 작은 위반 사항들부터 엄격하게 단속했던 것이지,결과가 어떻게 나왔어?,0
무슨 사진이에요?,대학교 친구들과 찍은 사진이야 거기 내 친구도 있엉,0
대학교 친구들과 찍은 사진이야 거기 내 친구도 있엉,아! 머리 긴 사람?,0
아! 머리 긴 사람?,웅 긴 머리에 안경을 쓴 사람이야,0
이건 무슨 책이에요?,역사 소설이야,0
역사 소설이야,역사 소설요? 어렵지 않아? ,0
역사 소설요? 어렵지 않아? ,"아닝, 아주 재미있엉 내가 다 읽고 빌려 줄겡.",0
어서 오십시오. 뭘 찾으세요?,외국 나갈 때 들고 갈 큰 가방을 사려고 하는뎅,0
외국 나갈 때 들고 갈 큰 가방을 사려고 하는뎅,이거 어떰? ,0
이거 어떰? ,모양은 괜찮은데……. 파란색 말고 다른 색은 없옹???,0
모양은 괜찮은데……. 파란색 말고 다른 색은 없옹???,까만색이 있엉 그런데 너무 크지 않을깡? 어떻어?,0
